Invoice,ProductID,Product,QuantityBought,Date,Price,CustomerID,Age,Gender,AverageSpend,PurchaseFrequency,Country,Category_x,Description_y,text
621430,5164,LED Light Strip,8,2021-01-01 10:00:00.000000000,43.98,95549,24,Male,105.33,Medium,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
187498,8941,Wall Clock,7,2021-01-01 11:00:00.000000000,58.43,91422,30,Male,69.01,Low,United Kingdom,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
999159,6569,Desk Organizer,6,2021-01-01 12:00:00.000000000,134.83,35256,32,Female,268.99,High,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
275203,5300,Notebook,6,2021-01-01 13:00:00.000000000,101.64,40005,42,Female,155.12,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
291335,7269,Storage Box,6,2021-01-01 14:00:00.000000000,119.17,16638,40,Male,291.82,Low,USA,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
378167,4818,Bluetooth Speaker,9,2021-01-01 15:00:00.000000000,70.88,47419,39,Male,97.75,Medium,United Kingdom,Electronics,,
141090,2906,LED Light Strip,2,2021-01-01 16:00:00.000000000,96.39,43377,43,Female,268.4,High,Australia,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
429365,7254,Home Decor Lamp,1,2021-01-01 17:00:00.000000000,41.02,53116,50,Female,76.37,High,United Kingdom,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
164820,1760,Notebook,6,2021-01-01 18:00:00.000000000,107.29,46634,28,Female,149.78,Low,Canada,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
887201,8830,Storage Box,8,2021-01-01 19:00:00.000000000,67.0,92291,27,Female,125.69,High,USA,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
421879,8350,Wall Clock,3,2021-01-01 20:00:00.000000000,69.17,33382,42,Female,125.72,Medium,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
818315,7238,Notebook,1,2021-01-01 21:00:00.000000000,99.15,66063,54,Male,184.2,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
427069,7090,LED Light Strip,9,2021-01-01 22:00:00.000000000,140.76,32394,55,Female,305.61,High,Australia,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
876997,7031,Notebook,1,2021-01-01 23:00:00.000000000,14.28,77789,58,Male,29.16,Low,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
299041,8687,Wireless Mouse,3,2021-01-02 00:00:00.000000000,124.59,10864,41,Female,161.91,Low,Canada,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
891743,9472,Water Bottle,8,2021-01-02 01:00:00.000000000,47.4,50222,57,Female,53.62,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
203355,2887,Home Decor Lamp,3,2021-01-02 02:00:00.000000000,69.37,23666,50,Male,170.57,Low,USA,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
335796,4266,LED Light Strip,4,2021-01-02 03:00:00.000000000,8.18,30955,34,Male,17.34,High,Australia,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
314176,1666,Notebook,8,2021-01-02 04:00:00.000000000,48.65,91845,41,Male,83.58,High,USA,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
284779,5188,Water Bottle,1,2021-01-02 05:00:00.000000000,77.88,79590,54,Male,203.79,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
447449,1671,Water Bottle,6,2021-01-02 06:00:00.000000000,13.15,76471,19,Female,23.36,Medium,Canada,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
521909,7777,Notebook,1,2021-01-02 07:00:00.000000000,76.21,98314,49,Male,197.53,Medium,USA,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
358795,8570,Wall Clock,1,2021-01-02 08:00:00.000000000,139.43,53298,41,Female,224.69,High,USA,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
586232,8956,Wireless Mouse,8,2021-01-02 09:00:00.000000000,20.28,73108,26,Male,23.23,Low,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
600186,6124,Desk Organizer,4,2021-01-02 10:00:00.000000000,115.84,58924,21,Female,331.91,High,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
256730,6585,Wireless Mouse,1,2021-01-02 11:00:00.000000000,64.4,26709,34,Female,115.22,High,United Kingdom,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
970910,5777,Notebook,7,2021-01-02 12:00:00.000000000,100.0,19726,34,Female,258.54,Medium,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
484681,4900,Home Decor Lamp,5,2021-01-02 13:00:00.000000000,42.73,70824,47,Male,66.59,High,Australia,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
249503,7677,Desk Organizer,5,2021-01-02 14:00:00.000000000,28.13,50542,57,Female,64.49,Low,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
754811,7981,LED Light Strip,1,2021-01-02 15:00:00.000000000,28.27,30245,28,Male,77.65,Medium,United Kingdom,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
627035,7376,Wireless Mouse,6,2021-01-02 16:00:00.000000000,15.22,44753,38,Male,16.49,High,United Kingdom,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
748143,1523,Notebook,9,2021-01-02 17:00:00.000000000,31.92,89788,38,Male,84.95,High,Australia,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
552366,3393,Wireless Mouse,9,2021-01-02 18:00:00.000000000,101.31,31316,35,Male,217.07,Medium,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
165725,3593,Desk Organizer,8,2021-01-02 19:00:00.000000000,132.85,94698,46,Female,294.26,High,Australia,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
229981,8240,Bluetooth Speaker,5,2021-01-02 20:00:00.000000000,123.05,25960,41,Male,251.8,Medium,United Kingdom,Electronics,,
184654,7937,Storage Box,1,2021-01-02 21:00:00.000000000,104.34,40791,27,Female,286.83,Medium,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
691723,7190,Wireless Mouse,9,2021-01-02 22:00:00.000000000,21.01,35216,34,Female,22.84,Medium,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
419030,6240,LED Light Strip,1,2021-01-02 23:00:00.000000000,46.93,42467,35,Male,71.43,High,USA,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
428947,7493,LED Light Strip,8,2021-01-03 00:00:00.000000000,49.92,74427,59,Female,137.36,Low,USA,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
655839,3878,Ceramic Mug,5,2021-01-03 01:00:00.000000000,41.24,72047,37,Male,103.29,Medium,USA,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
373538,5143,Wireless Mouse,3,2021-01-03 02:00:00.000000000,79.68,83290,54,Male,82.49,Medium,Canada,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
431236,4644,Storage Box,7,2021-01-03 03:00:00.000000000,82.66,57014,35,Male,168.13,High,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
628178,5432,Wall Clock,7,2021-01-03 04:00:00.000000000,56.75,14078,34,Female,116.86,Medium,United Kingdom,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
665894,2276,Water Bottle,9,2021-01-03 05:00:00.000000000,56.3,88389,26,Female,101.44,Medium,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
589492,6811,Storage Box,7,2021-01-03 06:00:00.000000000,125.14,60519,31,Male,199.57,Low,United Kingdom,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
356840,1302,Water Bottle,3,2021-01-03 07:00:00.000000000,119.45,14042,46,Male,282.31,High,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
573254,1638,Water Bottle,1,2021-01-03 08:00:00.000000000,49.63,59052,48,Female,70.26,High,United Kingdom,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
449457,1055,Bluetooth Speaker,8,2021-01-03 09:00:00.000000000,137.5,24389,21,Male,357.21,Medium,United Kingdom,Electronics,,
765987,9717,Ceramic Mug,3,2021-01-03 10:00:00.000000000,143.16,78111,35,Female,373.09,High,Australia,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
370936,9150,Storage Box,8,2021-01-03 11:00:00.000000000,52.38,60733,37,Female,95.88,Low,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
339931,3125,Storage Box,8,2021-01-03 12:00:00.000000000,56.39,44754,26,Male,88.37,High,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
339629,1364,Bluetooth Speaker,5,2021-01-03 13:00:00.000000000,78.32,28624,30,Female,122.79,Medium,Australia,Electronics,,
305041,7809,Wireless Mouse,1,2021-01-03 14:00:00.000000000,141.46,95886,32,Male,277.91,Low,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
798361,5621,Wireless Mouse,7,2021-01-03 15:00:00.000000000,132.07,36681,44,Female,322.14,Medium,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
831912,6126,Wireless Mouse,5,2021-01-03 16:00:00.000000000,19.87,99524,32,Female,34.13,High,Australia,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
517113,6122,Home Decor Lamp,8,2021-01-03 17:00:00.000000000,61.95,91006,45,Male,137.53,High,USA,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
168148,2646,Water Bottle,9,2021-01-03 18:00:00.000000000,85.24,34704,54,Male,150.45,Medium,Australia,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
877089,1918,Home Decor Lamp,7,2021-01-03 19:00:00.000000000,77.95,17493,36,Female,125.43,High,Australia,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
748531,3797,Ceramic Mug,7,2021-01-03 20:00:00.000000000,33.11,79639,43,Female,34.76,Low,Australia,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
351995,7506,Bluetooth Speaker,1,2021-01-03 21:00:00.000000000,129.53,64383,43,Male,130.54,Low,United Kingdom,Electronics,,
778843,6870,Storage Box,4,2021-01-03 22:00:00.000000000,103.16,12994,42,Female,150.04,Medium,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
672843,2531,Water Bottle,2,2021-01-03 23:00:00.000000000,126.5,79280,43,Male,229.32,High,United Kingdom,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
356508,9172,Home Decor Lamp,2,2021-01-04 00:00:00.000000000,129.52,57234,43,Male,350.03,High,Canada,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
903591,4345,Home Decor Lamp,2,2021-01-04 01:00:00.000000000,113.51,57291,45,Female,294.78,Medium,USA,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
996942,8673,Notebook,4,2021-01-04 02:00:00.000000000,68.69,15594,35,Male,105.39,Low,Canada,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
206530,7949,Home Decor Lamp,1,2021-01-04 03:00:00.000000000,93.53,17371,49,Female,139.27,Medium,United Kingdom,Lighting / Decor,A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.,Home Decor Lamp Lighting / Decor A soft-glow LED lamp with a frosted acrylic shade that distributes warm light evenly for ambient room lighting.
704365,7882,Wall Clock,4,2021-01-04 04:00:00.000000000,28.25,57315,20,Male,41.09,Low,Australia,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
922352,2906,Storage Box,2,2021-01-04 05:00:00.000000000,102.68,93564,19,Female,172.35,Low,United Kingdom,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
560337,4086,Wall Clock,5,2021-01-04 06:00:00.000000000,30.99,89526,50,Male,61.87,Medium,United Kingdom,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
824839,9152,Storage Box,3,2021-01-04 07:00:00.000000000,105.62,26626,59,Male,198.28,Medium,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
905889,6750,Bluetooth Speaker,8,2021-01-04 08:00:00.000000000,38.29,96005,36,Female,55.01,Medium,Canada,Electronics,,
559773,9905,Storage Box,4,2021-01-04 09:00:00.000000000,22.04,17130,34,Male,27.79,Medium,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
308261,2062,Wall Clock,1,2021-01-04 10:00:00.000000000,28.97,16828,50,Male,29.7,Low,Canada,Home Decor,"A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility.","Wall Clock Home Decor A matte-finish wall clock featuring silent quartz movement and contrasting hour markers for clear, low-glare visibility."
864469,2976,Storage Box,1,2021-01-04 11:00:00.000000000,5.29,67514,29,Male,6.92,Low,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
441097,2296,Bluetooth Speaker,3,2021-01-04 12:00:00.000000000,109.22,62664,20,Male,263.3,High,Australia,Electronics,,
415139,7229,Bluetooth Speaker,9,2021-01-04 13:00:00.000000000,111.2,27883,43,Female,165.39,Low,Australia,Electronics,,
271829,8641,Ceramic Mug,7,2021-01-04 14:00:00.000000000,79.67,53059,52,Male,154.34,High,USA,Kitchen,A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.,Ceramic Mug Kitchen A kiln-fired ceramic mug with a heat-retaining body and ergonomic handle designed for comfortable one-hand use.
371836,1125,Storage Box,2,2021-01-04 15:00:00.000000000,28.4,94078,25,Female,61.99,Low,Canada,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
538974,5632,Notebook,9,2021-01-04 16:00:00.000000000,17.12,52932,53,Male,47.49,Medium,United Kingdom,Office,"A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking.","Notebook Office A hardbound notebook featuring acid-free 100-GSM paper suitable for writing, sketching, or structured note-taking."
302283,7288,Wireless Mouse,2,2021-01-04 17:00:00.000000000,7.77,71269,24,Male,21.58,Low,Canada,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
296769,4596,LED Light Strip,3,2021-01-04 18:00:00.000000000,29.03,85986,53,Male,72.33,Low,Canada,Lighting / Decor,An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.,LED Light Strip Lighting / Decor An adhesive-backed RGB light strip offering adjustable color modes and remote control functionality.
661353,7168,Bluetooth Speaker,2,2021-01-04 19:00:00.000000000,134.17,95959,33,Male,143.6,Medium,USA,Electronics,,
323165,8561,Desk Organizer,3,2021-01-04 20:00:00.000000000,40.02,12035,41,Male,86.05,High,Canada,Office,"A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items.","Desk Organizer Office A multi-compartment organizer with modular slots for pens, sticky notes, accessories, and small stationery items."
723587,9258,Wireless Mouse,6,2021-01-04 21:00:00.000000000,56.37,50745,18,Female,145.05,Low,United Kingdom,Electronics,A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.,Wireless Mouse Electronics A 2.4-GHz wireless mouse with optical tracking and adjustable DPI levels for smooth navigation on multiple surfaces.
635822,1232,Water Bottle,9,2021-01-04 22:00:00.000000000,20.28,27241,42,Female,20.98,Medium,United Kingdom,Kitchen,A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.,Water Bottle Kitchen A double-wall insulated stainless-steel bottle capable of maintaining liquid temperature for extended outdoor or gym use.
587879,7371,Storage Box,9,2021-01-04 23:00:00.000000000,37.24,62975,27,Male,78.18,High,Australia,Storage,A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.,Storage Box Storage A reinforced polypropylene storage box featuring snap-lock edges for secure organization of household items.
